lexeme,variants,gen,sg,pl
doléance,doléance,f,dOlEɑ̃s,dOlEɑ̃s
dolichocéphalie,dolichocéphalie,f,dOlikOsEfali,dOlikOsEfali
doline,doline,f,dOlin,dOlin
dolique,dolique,m,dOlik,dOlik
dollar,dollar,m,dOlaʁ,dOlaʁ
dolman,dolman,m,dɔlmɑ̃,dɔlmɑ̃
dolmen,dolmen,m,dɔlmɛn,dɔlmɛn
dolomie,dolomie,f,dOlOmi,dOlOmi
dolomite,dolomite,f,dOlOmit,dOlOmit
dolorisme,dolorisme,m,dOlOʁizm,dOlOʁizm
doloriste,doloriste,b,dOlOʁist,dOlOʁist
dom,dom:don,m,dɔ̃,dɔ̃
domaine,domaine,m,dOmɛn,dOmɛn
dôme,dôme,m,dom,dom
domestication,domestication,f,dOmEstikasjɔ̃,dOmEstikasjɔ̃
domesticité,domesticité,f,dOmEstisite,dOmEstisite
domestique,domestique,b,dOmEstik,dOmEstik
domicile,domicile,m,dOmisil,dOmisil
domiciliation,domiciliation,f,dOmisiljasjɔ̃,dOmisiljasjɔ̃
dominance,dominance,f,dOminɑ̃s,dOminɑ̃s
dominant,dominant,m,dOminɑ̃,dOminɑ̃
dominante,dominante,f,dOminɑ̃t,dOminɑ̃t
dominateur,dominateur,m,dOminatœʁ,dOminatœʁ
domination,domination,f,dOminasjɔ̃,dOminasjɔ̃
dominatrice,dominatrice,f,dOminatʁis,dOminatʁis
dominicain,dominicain,m,dOminikɛ̃,dOminikɛ̃
dominicaine,dominicaine,f,dOminikɛn,dOminikɛn
